Gene	Gene synonym	Ensembl	Gene description	Uniprot	Chromosome	Position	Protein class	Biological process	Molecular function	Disease involvement	Evidence	HPA evidence	UniProt evidence	NeXtProt evidence	RNA tissue specificity	RNA tissue distribution	RNA tissue specificity score	RNA tissue specific nTPM	RNA single cell type specificity	RNA single cell type distribution	RNA single cell type specificity score	RNA single cell type specific nTPM	RNA cancer specificity	RNA cancer distribution	RNA cancer specificity score	RNA cancer specific FPKM	RNA brain regional specificity	RNA brain regional distribution	RNA brain regional specificity score	RNA brain regional specific nTPM	RNA blood cell specificity	RNA blood cell distribution	RNA blood cell specificity score	RNA blood cell specific nTPM	RNA blood lineage specificity	RNA blood lineage distribution	RNA blood lineage specificity score	RNA blood lineage specific nTPM	RNA cell line specificity	RNA cell line distribution	RNA cell line specificity score	RNA cell line specific nTPM	RNA tissue cell type enrichment	RNA mouse brain regional specificity	RNA mouse brain regional distribution	RNA mouse brain regional specificity score	RNA mouse brain regional specific nTPM	RNA pig brain regional specificity	RNA pig brain regional distribution	RNA pig brain regional specificity score	RNA pig brain regional specific nTPM	Antibody	Reliability (IH)	Reliability (Mouse Brain)	Reliability (IF)	Subcellular location	Secretome location	CCD Protein	CCD Transcript	Blood concentration - Conc. blood IM [pg/L]	Blood concentration - Conc. blood MS [pg/L]	Blood expression cluster	Tissue expression cluster	Cell line expression cluster	Single cell expression cluster	Subcellular main location	Subcellular additional location	Antibody RRID	Pathology prognostics - Breast cancer	Pathology prognostics - Cervical cancer	Pathology prognostics - Colorectal cancer	Pathology prognostics - Endometrial cancer	Pathology prognostics - Glioma	Pathology prognostics - Head and neck cancer	Pathology prognostics - Liver cancer	Pathology prognostics - Lung cancer	Pathology prognostics - Melanoma	Pathology prognostics - Ovarian cancer	Pathology prognostics - Pancreatic cancer	Pathology prognostics - Prostate cancer	Pathology prognostics - Renal cancer	Pathology prognostics - Stomach cancer	Pathology prognostics - Testis cancer	Pathology prognostics - Thyroid cancer	Pathology prognostics - Urothelial cancer	RNAsingleCellTypeSpecific
IFIT1B	bA149I23.6, IFIT1L	ENSG00000204010	Interferon induced protein with tetratricopeptide repeats 1B	Q5T764	10	89378056-89385205	Predicted intracellular proteins				Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	9	bone marrow: 25.7	Cell type enriched	Detected in some	11	Erythroid cells: 14.3	Not detected	Not detected			Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected			Liver - Erythroid cells									HPA062924	Approved										Cluster 67: Neutrophils - Humoral immune response	Cluster 30: Non-specific - Antiviral immune response	Cluster 71: Erythroid cells - Oxygen transport			HPA062924: AB_2684906	unprognostic (2.59e-1)	unprognostic (3.13e-1)			unprognostic (6.62e-3)	unprognostic (4.55e-2)			unprognostic (4.11e-2)	unprognostic (9.34e-2)			unprognostic (1.76e-1)	unprognostic (6.86e-2)				Erythroid cells
TRIM10	HERF1, RFB30, RNF9	ENSG00000204613	Tripartite motif containing 10	Q9UDY6	6	30151943-30161211	Predicted intracellular proteins				Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in some		bone marrow: 7.8;kidney: 2.0;liver: 2.9	Cell type enriched	Detected in some	15	Erythroid cells: 74.2	Low cancer specificity	Detected in some			Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in single		Leukemia: 1.1	Kidney - Proximal tubular cells, Pancreas - Ductal cells	Not detected	Not detected			Region enriched	Detected in single	11	hippocampal formation: 3.4	HPA043325	Uncertain										Cluster 75: Bone marrow - mRNA splicing & Cell cycle	Cluster 32: Myeloid leukemia - Oxygen transport	Cluster 71: Erythroid cells - Oxygen transport			HPA043325: AB_2678428		unprognostic (2.98e-1)	unprognostic (3.13e-2)	unprognostic (2.99e-2)		unprognostic (2.13e-1)	unprognostic (2.98e-1)	unprognostic (9.53e-3)	unprognostic (6.32e-2)	unprognostic (2.71e-1)	unprognostic (2.64e-2)		unprognostic (1.74e-3)	unprognostic (1.46e-2)	unprognostic (4.37e-2)		unprognostic (1.22e-2)	Erythroid cells
MFSD2B		ENSG00000205639	Major facilitator superfamily domain containing 2B	A6NFX1	2	24010081-24063321	Predicted membrane proteins, Transporters	Lipid transport, Transport			Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in single	21	bone marrow: 11.8	Cell type enriched	Detected in some	11	Erythroid cells: 50.5	Not detected	Not detected			Not detected	Not detected			Immune cell enriched	Detected in single	5	basophil: 2.9	Lineage enriched	Detected in single	24	granulocytes: 2.9	Cancer enriched	Detected in single	15	Leukemia: 2.9		Not detected	Not detected			Low region specificity	Detected in all			HPA044145	Enhanced									Cluster 10: Basophils - Unknown function	Cluster 67: Neutrophils - Humoral immune response	Cluster 32: Myeloid leukemia - Oxygen transport	Cluster 71: Erythroid cells - Oxygen transport			HPA044145: AB_2678833	unprognostic (5.67e-2)	unprognostic (1.25e-3)	unprognostic (1.84e-1)	unprognostic (5.35e-5)	unprognostic (2.82e-1)	unprognostic (1.74e-1)	unprognostic (4.26e-2)	unprognostic (7.47e-2)	unprognostic (2.12e-1)	unprognostic (3.42e-2)	unprognostic (9.21e-3)	unprognostic (1.90e-2)	unprognostic (6.87e-6)	unprognostic (7.76e-2)	unprognostic (1.39e-1)	unprognostic (1.91e-1)	unprognostic (1.72e-1)	Erythroid cells
HBA1	HBA-T3	ENSG00000206172	Hemoglobin subunit alpha 1	P69905	16	176680-177522	Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Transporters	Oxygen transport, Transport		Disease variant, FDA approved drug targets, Hereditary hemolytic anemia	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in all	4	bone marrow: 24344.4	Cell type enriched	Detected in many	14	Erythroid cells: 57444.5	Group enriched	Detected in many	4	endometrial cancer: 2.6;glioma: 6.3;ovarian cancer: 2.6;stomach cancer: 2.6	Low region specificity	Detected in all			Immune cell enhanced	Detected in many		neutrophil: 142.6;plasmacytoid DC: 101.1	Group enriched	Detected in all	5	dendritic cells: 101.1;granulocytes: 142.6	Cancer enriched	Detected in many	55	Leukemia: 1018.2	Liver - Erythroid cells									CAB032534, HPA043780	Enhanced								14000000000	Cluster 1: Neutrophils - Mixed function	Cluster 67: Neutrophils - Humoral immune response	Cluster 32: Myeloid leukemia - Oxygen transport	Cluster 71: Erythroid cells - Oxygen transport			CAB032534: AB_2294993, HPA043780: AB_2678667	unprognostic (1.16e-1)	unprognostic (1.45e-2)	unprognostic (8.87e-2)	unprognostic (9.78e-3)	unprognostic (3.02e-1)	unprognostic (1.44e-1)	unprognostic (1.67e-1)	unprognostic (1.35e-1)	unprognostic (6.21e-3)	unprognostic (1.92e-2)	unprognostic (1.64e-1)	unprognostic (1.02e-2)	unprognostic (3.59e-2)	unprognostic (3.79e-1)	unprognostic (6.61e-2)	unprognostic (2.67e-2)	unprognostic (9.56e-2)	Erythroid cells
HBM	HBAP2, HBK	ENSG00000206177	Hemoglobin subunit mu	Q6B0K9	16	153892-166764	Predicted intracellular proteins	Oxygen transport, Transport			Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	26	bone marrow: 459.9	Cell type enriched	Detected in some	224	Erythroid cells: 5472.0	Not detected	Not detected			Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enriched	Detected in single	5	Leukemia: 2.0	Liver - Erythroid cells					Low region specificity	Detected in many												980000	Cluster 48: NK-cells - Unknown function	Cluster 67: Neutrophils - Humoral immune response	Cluster 32: Myeloid leukemia - Oxygen transport	Cluster 71: Erythroid cells - Oxygen transport								unprognostic (1.30e-1)										unprognostic (7.59e-2)			Erythroid cells
HBD		ENSG00000223609	Hemoglobin subunit delta	P02042	11	5232678-5243657	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Oxygen transport, Transport			Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in many	57	bone marrow: 2797.6	Cell type enriched	Detected in some	505	Erythroid cells: 8469.4	Not detected	Not detected			Low region specificity	Detected in some			Group enriched	Detected in some	5	eosinophil: 2.1;neutrophil: 2.3;plasmacytoid DC: 1.6	Group enriched	Detected in many	8	dendritic cells: 1.6;granulocytes: 2.3	Group enriched	Detected in some	15	Leukemia: 21.7;Myeloma: 35.7	Liver - Erythroid cells									CAB037087, HPA043234	Supported								6600000000	Cluster 49: Eosinophils - Unknown function	Cluster 67: Neutrophils - Humoral immune response	Cluster 32: Myeloid leukemia - Oxygen transport	Cluster 71: Erythroid cells - Oxygen transport			CAB037087: AB_260051, HPA043234: AB_2678378	unprognostic (1.32e-2)		unprognostic (4.87e-2)		unprognostic (4.14e-2)	unprognostic (2.26e-3)		unprognostic (1.52e-1)		unprognostic (3.56e-2)	unprognostic (1.04e-1)		unprognostic (8.67e-2)	unprognostic (2.83e-2)	unprognostic (3.17e-1)	unprognostic (6.24e-2)	unprognostic (3.17e-1)	Erythroid cells
DYTN		ENSG00000232125	Dystrotelin	A2CJ06	2	206651621-206721570	Predicted intracellular proteins				Evidence at transcript level	No human protein/transcript evidence	Evidence at transcript level	Evidence at transcript level	Not detected	Not detected			Cell type enriched	Detected in single	7	Erythroid cells: 4.9	Not detected	Not detected			Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected				Not detected	Not detected			Not detected	Not detected															Cluster 66: Myeloid cells - Innate immune response	Cluster 71: Erythroid cells - Oxygen transport													unprognostic (3.23e-3)		unprognostic (8.52e-2)						Erythroid cells
HBB	beta-globin, CD113t-C	ENSG00000244734	Hemoglobin subunit beta	P68871	11	5225464-5229395	Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Transporters	Oxygen transport, Transport	Hypotensive agent, Vasoactive	Congenital dyserythropoietic anemia, Disease variant, FDA approved drug targets, Hereditary hemolytic anemia	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in all	10	bone marrow: 133301.6	Cell type enriched	Detected in many	6	Erythroid cells: 267518.9	Group enriched	Detected in all	4	cervical cancer: 66.4;glioma: 244.6;renal cancer: 65.1	Region enriched	Detected in all	11	cerebral cortex: 3368.5	Group enriched	Detected in all	5	neutrophil: 658.1;plasmacytoid DC: 379.7	Group enriched	Detected in all	11	dendritic cells: 379.7;granulocytes: 658.1	Cancer enriched	Detected in many	6	Leukemia: 172.0	Liver - Erythroid cells									CAB009526, HPA043234	Enhanced								10000000000	Cluster 1: Neutrophils - Mixed function	Cluster 67: Neutrophils - Humoral immune response	Cluster 32: Myeloid leukemia - Oxygen transport	Cluster 71: Erythroid cells - Oxygen transport			CAB009526: AB_2143058, HPA043234: AB_2678378	unprognostic (2.41e-1)	unprognostic (8.55e-2)	unprognostic (2.40e-1)	unprognostic (4.40e-2)	unprognostic (1.14e-1)	unprognostic (3.22e-1)	unprognostic (4.88e-2)	unprognostic (7.46e-2)	unprognostic (2.91e-2)	unprognostic (1.76e-1)	unprognostic (1.91e-1)	unprognostic (8.11e-3)	unprognostic (2.40e-2)	unprognostic (5.81e-2)	unprognostic (1.42e-1)	unprognostic (8.87e-3)	unprognostic (6.41e-2)	Erythroid cells
GYPB	CD235b, GPB, MNS, SS	ENSG00000250361	Glycophorin B (MNS blood group)	P06028	4	143996104-144019380	Blood group antigen proteins, CD markers, Predicted intracellular proteins, Predicted membrane proteins		Blood group antigen		Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	13	bone marrow: 63.2	Cell type enriched	Detected in some	307	Erythroid cells: 924.1	Not detected	Not detected			Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enriched	Detected in single	163	Leukemia: 19.6	Liver - Erythroid cells														Intracellular and membrane						Cluster 67: Neutrophils - Humoral immune response	Cluster 32: Myeloid leukemia - Oxygen transport	Cluster 71: Erythroid cells - Oxygen transport																					Erythroid cells
HMBS	PBGD, PORC, UPS	ENSG00000256269	Hydroxymethylbilane synthase	P08397	11	119084866-119093549	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins	Heme biosynthesis, Porphyrin biosynthesis	Transferase	Disease variant	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in all	6	bone marrow: 170.8	Cell type enriched	Detected in many	8	Erythroid cells: 513.1	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all				Low region specificity	Detected in all			Low region specificity	Detected in all			HPA006114, HPA050659	Supported		Approved	Lipid droplets					21000000	Cluster 12: Non-specific - Basic cellular processes	Cluster 67: Neutrophils - Humoral immune response	Cluster 32: Myeloid leukemia - Oxygen transport	Cluster 71: Erythroid cells - Oxygen transport	Lipid droplets		HPA006114: AB_1079067, HPA050659: AB_2681206	unprognostic (6.24e-2)	unprognostic (9.10e-3)	unprognostic (1.42e-2)	unprognostic (4.98e-2)	unprognostic (1.04e-1)	unprognostic (1.30e-1)	unprognostic (2.29e-3)	unprognostic (2.81e-1)	unprognostic (2.18e-1)	unprognostic (1.13e-2)	unprognostic (6.83e-2)	unprognostic (5.06e-2)	unprognostic (2.90e-3)	unprognostic (3.91e-3)	unprognostic (9.53e-2)	unprognostic (1.32e-1)	unprognostic (6.11e-2)	Erythroid cells
AC104389.6		ENSG00000284931	Novel protein		11	5248270-5254783	Predicted intracellular proteins				Evidence at transcript level	Evidence at transcript level			Tissue enriched	Detected in many	24	placenta: 4358.4	Cell type enriched	Detected in single	11	Erythroid cells: 1.1					Low region specificity	Detected in single			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enriched	Detected in some	64	Leukemia: 2031.0										HPA043234	Uncertain											Cluster 32: Myeloid leukemia - Oxygen transport	Cluster 71: Erythroid cells - Oxygen transport			HPA043234: AB_2678378																		Erythroid cells
