Gene	Gene synonym	Ensembl	Gene description	Uniprot	Chromosome	Position	Protein class	Biological process	Molecular function	Disease involvement	Evidence	HPA evidence	UniProt evidence	NeXtProt evidence	RNA tissue specificity	RNA tissue distribution	RNA tissue specificity score	RNA tissue specific nTPM	RNA single cell type specificity	RNA single cell type distribution	RNA single cell type specificity score	RNA single cell type specific nTPM	RNA cancer specificity	RNA cancer distribution	RNA cancer specificity score	RNA cancer specific FPKM	RNA brain regional specificity	RNA brain regional distribution	RNA brain regional specificity score	RNA brain regional specific nTPM	RNA blood cell specificity	RNA blood cell distribution	RNA blood cell specificity score	RNA blood cell specific nTPM	RNA blood lineage specificity	RNA blood lineage distribution	RNA blood lineage specificity score	RNA blood lineage specific nTPM	RNA cell line specificity	RNA cell line distribution	RNA cell line specificity score	RNA cell line specific nTPM	RNA tissue cell type enrichment	RNA mouse brain regional specificity	RNA mouse brain regional distribution	RNA mouse brain regional specificity score	RNA mouse brain regional specific nTPM	RNA pig brain regional specificity	RNA pig brain regional distribution	RNA pig brain regional specificity score	RNA pig brain regional specific nTPM	Antibody	Reliability (IH)	Reliability (Mouse Brain)	Reliability (IF)	Subcellular location	Secretome location	CCD Protein	CCD Transcript	Blood concentration - Conc. blood IM [pg/L]	Blood concentration - Conc. blood MS [pg/L]	Blood expression cluster	Tissue expression cluster	Cell line expression cluster	Single cell expression cluster	Subcellular main location	Subcellular additional location	Antibody RRID	Pathology prognostics - Breast cancer	Pathology prognostics - Cervical cancer	Pathology prognostics - Colorectal cancer	Pathology prognostics - Endometrial cancer	Pathology prognostics - Glioma	Pathology prognostics - Head and neck cancer	Pathology prognostics - Liver cancer	Pathology prognostics - Lung cancer	Pathology prognostics - Melanoma	Pathology prognostics - Ovarian cancer	Pathology prognostics - Pancreatic cancer	Pathology prognostics - Prostate cancer	Pathology prognostics - Renal cancer	Pathology prognostics - Stomach cancer	Pathology prognostics - Testis cancer	Pathology prognostics - Thyroid cancer	Pathology prognostics - Urothelial cancer	RNAsingleCellTypeSpecific
DEFB103B		ENSG00000177243	Defensin beta 103B	P81534	8	7428888-7430348	Predicted secreted proteins, Transporters		Antibiotic, Antimicrobial, Defensin		Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in single		cervix: 1.3	Cell type enriched	Detected in single	4	Suprabasal keratinocytes: 3.1	Not detected	Not detected			Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected																	Secreted in other tissues						Cluster 11: Squamous epithelial cells - Epithelial cell function	Cluster 60: Keratinocytes - Epithelial cell function	Cluster 74: Pancreatic cells - Mixed function																					Suprabasal keratinocytes
ALOX12B	12R-LOX	ENSG00000179477	Arachidonate 12-lipoxygenase, 12R type	O75342	17	8072636-8087716	Disease related genes, Human disease related genes, Metabolic proteins, Predicted intracellular proteins	Fatty acid metabolism, Lipid metabolism	Dioxygenase, Isomerase, Lyase, Oxidoreductase	Disease variant, Ichthyosis	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	5	skin 1: 90.2	Cell type enriched	Detected in some	4	Suprabasal keratinocytes: 11.4	Cancer enhanced	Detected in many		head and neck cancer: 11.2	Not detected	Not detected			Immune cell enriched	Detected in single	6	basophil: 4.3	Lineage enriched	Detected in single	6	granulocytes: 4.3	Low cancer specificity	Detected in some			Prostate - Prostate glandular cells, Skin - Keratinocyte (granular)	Low region specificity	Detected in many			Not detected	Not detected			HPA024002	Supported		Supported	Vesicles,Cytosol					7000	Cluster 46: Basophils - DNA binding	Cluster 31: Skin - Epidermis development	Cluster 60: Keratinocytes - Epithelial cell function	Cluster 3: Suprabasal keratinocytes - Cornification	Cytosol	Vesicles	HPA024002: AB_1844757	unprognostic (1.27e-2)	unprognostic (1.59e-2)	unprognostic (4.28e-3)	unprognostic (1.38e-2)	unprognostic (3.94e-3)	unprognostic (1.18e-2)		unprognostic (1.26e-1)	unprognostic (3.04e-1)	unprognostic (4.40e-2)	unprognostic (9.55e-2)	unprognostic (6.66e-3)	unprognostic (2.27e-1)	unprognostic (1.79e-1)	unprognostic (1.02e-1)	unprognostic (8.01e-2)	unprognostic (3.46e-2)	Suprabasal keratinocytes
KRT76	HUMCYT2A, KRT2B, KRT2P	ENSG00000185069	Keratin 76	Q01546	12	52768155-52777345	Plasma proteins, Predicted intracellular proteins				Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Group enriched	Detected in some	9	lymphoid tissue: 2.5;salivary gland: 2.6	Cell type enriched	Detected in some	6	Suprabasal keratinocytes: 857.8	Cancer enriched	Detected in single	12	head and neck cancer: 1.6	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected			Skin - Keratinocyte (other)	Not detected	Not detected							HPA019656, HPA019696	Approved								310000000		Cluster 16: Immune cells - Immune response	Cluster 60: Keratinocytes - Epithelial cell function	Cluster 3: Suprabasal keratinocytes - Cornification			HPA019656: AB_1852241, HPA019696: AB_1852243		unprognostic (2.00e-1)				unprognostic (1.89e-1)												Suprabasal keratinocytes
LCE3E	LEP17	ENSG00000185966	Late cornified envelope 3E	Q5T5B0	1	152565654-152566780	Predicted intracellular proteins	Keratinization			Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in some		cervix: 96.8;vagina: 49.1	Cell type enriched	Detected in single	8	Suprabasal keratinocytes: 2.9	Group enriched	Detected in some	9	head and neck cancer: 40.7;melanoma: 18.0	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enriched	Detected in some	11	head and neck cancer: 14.5																					Cluster 11: Squamous epithelial cells - Epithelial cell function	Cluster 60: Keratinocytes - Epithelial cell function	Cluster 3: Suprabasal keratinocytes - Cornification					unprognostic (1.33e-1)				unprognostic (7.76e-2)			unprognostic (2.51e-1)									Suprabasal keratinocytes
LCE1E	LEP5	ENSG00000186226	Late cornified envelope 1E	Q5T753	1	152786214-152788426	Predicted intracellular proteins	Keratinization			Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	38	skin 1: 61.4	Cell type enriched	Detected in single	14	Suprabasal keratinocytes: 6.8	Cancer enhanced	Detected in single		melanoma: 0.7	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in some		cervical cancer: 2.5;colorectal cancer: 1.2	Skin - Keratinocyte (granular)																				Cluster 61: Skin - Cornification	Cluster 60: Keratinocytes - Epithelial cell function	Cluster 22: Squamous epithelial cells - Keratinization					unprognostic (9.92e-2)				unprognostic (9.50e-2)			unprognostic (2.30e-2)								unprognostic (2.56e-1)	Suprabasal keratinocytes
KRT10	CK10, K10, KPP	ENSG00000186395	Keratin 10	P13645	17	40818117-40822614	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins			Disease variant, Ichthyosis	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in all	14	skin 1: 15851.5	Cell type enriched	Detected in all	8	Suprabasal keratinocytes: 7021.9	Group enriched	Detected in all	4	head and neck cancer: 310.0;melanoma: 562.4	Low region specificity	Detected in all			Low immune cell specificity	Detected in many			Low lineage specificity	Detected in all			Group enriched	Detected in all	4	cervical cancer: 174.8;Rhabdoid: 207.7	Skin - Keratinocyte (other)	Low region specificity	Detected in all			Low region specificity	Detected in all			CAB000132, HPA012014	Enhanced				Secreted in other tissues				18000000000	Cluster 37: B-cells - Transcription	Cluster 61: Skin - Cornification	Cluster 22: Rhabdoid cancers - Neuronal signaling	Cluster 22: Squamous epithelial cells - Keratinization			CAB000132: , HPA012014: AB_1852195	unprognostic (3.07e-1)	unprognostic (5.19e-2)	unprognostic (1.71e-1)	unprognostic (1.37e-2)	unprognostic (2.00e-2)	unprognostic (2.60e-1)	unprognostic (3.02e-2)	unprognostic (1.29e-2)	unprognostic (1.09e-1)	unprognostic (1.56e-1)	unprognostic (1.00e-2)	unprognostic (2.14e-1)	prognostic unfavorable (9.32e-5)	unprognostic (1.64e-1)	unprognostic (1.85e-1)	unprognostic (1.66e-2)	unprognostic (8.10e-2)	Suprabasal keratinocytes
KRT3	CK3, K3	ENSG00000186442	Keratin 3	P12035	12	52789685-52796117	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins			Corneal dystrophy, Disease variant	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Group enriched	Detected in some	4	esophagus: 3.0;salivary gland: 10.0	Cell type enriched	Detected in some	5	Suprabasal keratinocytes: 858.4	Group enriched	Detected in some	5	cervical cancer: 0.7;head and neck cancer: 2.1	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in some		cervical cancer: 1.3;lymphoma: 2.6	Skin - Keratinocyte (other)					Region enhanced	Detected in single		cerebral cortex: 1.7										280000000		Cluster 24: Salivary gland - Salivary secretion	Cluster 50: L-1236 & L-428 - Unknown function	Cluster 3: Suprabasal keratinocytes - Cornification				unprognostic (1.03e-1)	unprognostic (2.68e-2)		unprognostic (2.42e-2)		unprognostic (2.75e-1)		unprognostic (9.68e-2)	unprognostic (1.54e-1)	unprognostic (1.45e-1)	unprognostic (1.54e-2)			unprognostic (3.89e-2)	unprognostic (2.54e-1)	unprognostic (3.08e-2)	unprognostic (1.73e-2)	Suprabasal keratinocytes
KLK12	KLK-L5	ENSG00000186474	Kallikrein related peptidase 12	Q9UKR0	19	51029092-51035230	Enzymes, Predicted secreted proteins		Hydrolase, Protease, Serine protease		Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Group enriched	Detected in some	13	cervix: 108.5;esophagus: 208.6;salivary gland: 64.7;vagina: 99.4	Cell type enriched	Detected in some	4	Suprabasal keratinocytes: 228.4	Cancer enhanced	Detected in many		head and neck cancer: 17.7	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in some		head and neck cancer: 2.1;lung cancer: 5.8	Lung - Respiratory ciliated cells, Testis - Late spermatids, Thyroid - Parafollicular cells	Not detected	Not detected			Low region specificity	Detected in all			CAB025473	Uncertain				Secreted in other tissues						Cluster 84: Esophagus - Epithelial cell function	Cluster 41: Non-specific - Cilium assembly	Cluster 3: Suprabasal keratinocytes - Cornification			CAB025473: 	unprognostic (2.84e-1)	unprognostic (1.41e-1)	unprognostic (1.08e-3)	unprognostic (1.15e-1)		unprognostic (5.80e-3)		unprognostic (4.99e-3)	unprognostic (3.18e-1)	unprognostic (1.41e-1)	unprognostic (4.64e-2)	unprognostic (1.51e-1)		unprognostic (1.56e-1)		prognostic favorable (8.01e-4)	unprognostic (8.50e-3)	Suprabasal keratinocytes
LCE1A	LEP1	ENSG00000186844	Late cornified envelope 1A	Q5T7P2	1	152827473-152828097	Predicted intracellular proteins	Keratinization			Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	12	skin 1: 269.6	Cell type enriched	Detected in some	11	Suprabasal keratinocytes: 18.1	Cancer enriched	Detected in some	6	melanoma: 14.4	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enriched	Detected in single	18	head and neck cancer: 1.7	Skin - Keratinocyte (granular)																				Cluster 61: Skin - Cornification	Cluster 60: Keratinocytes - Epithelial cell function	Cluster 22: Squamous epithelial cells - Keratinization									unprognostic (3.82e-2)			unprognostic (1.70e-1)									Suprabasal keratinocytes
LCE2C	LEP11	ENSG00000187180	Late cornified envelope 2C	Q5TA81	1	152675295-152676574	Predicted intracellular proteins	Keratinization			Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	14	skin 1: 321.2	Cell type enriched	Detected in some	4	Suprabasal keratinocytes: 7.0	Cancer enriched	Detected in some	5	melanoma: 9.3	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enriched	Detected in single	7	head and neck cancer: 1.8	Skin - Keratinocyte (granular)																				Cluster 61: Skin - Cornification	Cluster 60: Keratinocytes - Epithelial cell function	Cluster 22: Squamous epithelial cells - Keratinization									unprognostic (1.47e-2)			unprognostic (7.00e-2)									Suprabasal keratinocytes
LCE2D	LEP12, SPRL1A	ENSG00000187223	Late cornified envelope 2D	Q5TA82	1	152663380-152664659	Predicted intracellular proteins	Keratinization			Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	21	skin 1: 152.1	Cell type enriched	Detected in single	9	Suprabasal keratinocytes: 2.4	Group enriched	Detected in some	42	head and neck cancer: 1.2;melanoma: 4.7	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enriched	Detected in single	11	head and neck cancer: 1.1	Kidney - Proximal tubular cells, Skin - Keratinocyte (granular)																				Cluster 61: Skin - Cornification	Cluster 60: Keratinocytes - Epithelial cell function	Cluster 22: Squamous epithelial cells - Keratinization									unprognostic (3.94e-2)			unprognostic (5.63e-2)									Suprabasal keratinocytes
FAM25A	bA96C23.5	ENSG00000188100	Family with sequence similarity 25 member A	B3EWG3	10	87020294-87024730	Predicted intracellular proteins				Evidence at protein level	Evidence at transcript level	No human protein/transcript evidence	Evidence at protein level	Tissue enhanced	Detected in some		cervix: 143.3;esophagus: 519.5;salivary gland: 140.0;skin 1: 175.0;vagina: 193.1	Cell type enriched	Detected in some	7	Suprabasal keratinocytes: 124.2	Cancer enriched	Detected in many	4	head and neck cancer: 53.8	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in many		breast cancer: 10.4;head and neck cancer: 9.5	Skin - Keratinocyte (granular)	Low region specificity	Detected in single							HPA044808	Uncertain										Cluster 84: Esophagus - Epithelial cell function	Cluster 60: Keratinocytes - Epithelial cell function	Cluster 3: Suprabasal keratinocytes - Cornification			HPA044808: AB_2679096	unprognostic (9.94e-2)	unprognostic (2.57e-1)				unprognostic (7.62e-2)		unprognostic (1.03e-1)	unprognostic (2.02e-1)		unprognostic (1.05e-5)						unprognostic (1.21e-1)	Suprabasal keratinocytes
IGFL1	UNQ644	ENSG00000188293	IGF like family member 1	Q6UW32	19	46229742-46231243	Predicted secreted proteins				Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Group enriched	Detected in some	9	esophagus: 113.0;salivary gland: 34.5;vagina: 31.6	Cell type enriched	Detected in some	41	Suprabasal keratinocytes: 455.4	Group enriched	Detected in many	7	cervical cancer: 47.6;head and neck cancer: 60.7;melanoma: 23.3;urothelial cancer: 84.0	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Group enriched	Detected in many	4	Bile duct cancer: 20.4;Bladder cancer: 25.8;Gallbladder cancer: 14.7;head and neck cancer: 41.1;ovarian cancer: 16.8;pancreatic cancer: 12.7										HPA014001	Uncertain				Secreted in other tissues						Cluster 84: Esophagus - Epithelial cell function	Cluster 60: Keratinocytes - Epithelial cell function	Cluster 3: Suprabasal keratinocytes - Cornification			HPA014001: AB_2668919	unprognostic (1.35e-1)	unprognostic (9.70e-2)	unprognostic (2.89e-1)	unprognostic (1.01e-1)		unprognostic (1.64e-2)		unprognostic (2.67e-2)	unprognostic (3.06e-1)	unprognostic (4.50e-3)	unprognostic (6.70e-3)	unprognostic (1.67e-1)		unprognostic (1.80e-1)		unprognostic (1.64e-1)	unprognostic (3.23e-1)	Suprabasal keratinocytes
NCCRP1	FBXO50, LOC342897, NCCRP-1	ENSG00000188505	NCCRP1, F-box associated domain containing	Q6ZVX7	19	39196964-39201884	Predicted intracellular proteins				Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in many		esophagus: 453.4;skin 1: 273.2;vagina: 181.7	Cell type enriched	Detected in many	4	Suprabasal keratinocytes: 134.7	Group enriched	Detected in many	4	cervical cancer: 42.8;head and neck cancer: 48.5;melanoma: 28.3;urothelial cancer: 33.9	Low region specificity	Detected in many			Immune cell enhanced	Detected in single		basophil: 1.1	Lineage enriched	Detected in single	6	granulocytes: 1.1	Cancer enhanced	Detected in many		breast cancer: 10.4;head and neck cancer: 10.8	Kidney - Intercalated cells, Prostate - Urothelial cells, Skin - Keratinocyte (granular)	Region enhanced	Detected in single		olfactory bulb: 1.6	Low region specificity	Detected in some			HPA052812, HPA077239	Approved		Supported	Cytosol					400000	Cluster 17: Basophils - Unknown function	Cluster 11: Squamous epithelial cells - Epithelial cell function	Cluster 60: Keratinocytes - Epithelial cell function	Cluster 23: Langerhans cells - Immune response	Cytosol		HPA052812: AB_2681960, HPA077239: 	unprognostic (3.56e-3)	unprognostic (3.69e-2)	unprognostic (2.08e-1)	prognostic unfavorable (1.01e-4)	unprognostic (4.59e-3)	unprognostic (3.73e-3)	unprognostic (2.78e-1)	unprognostic (3.37e-3)	unprognostic (1.00e-1)	unprognostic (3.53e-3)	unprognostic (2.04e-2)	unprognostic (1.90e-1)	unprognostic (6.37e-6)	unprognostic (2.12e-1)	unprognostic (3.00e-1)	unprognostic (2.13e-1)	unprognostic (1.57e-1)	Suprabasal keratinocytes
KRTDAP	KDAP, UNQ467	ENSG00000188508	Keratinocyte differentiation associated protein	P60985	19	35487324-35495558	Plasma proteins, Predicted secreted proteins	Differentiation			Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Group enriched	Detected in many	5	skin 1: 6146.5;vagina: 1735.6	Cell type enriched	Detected in some	15	Suprabasal keratinocytes: 8540.3	Group enriched	Detected in many	7	head and neck cancer: 486.4;melanoma: 207.9	Low region specificity	Detected in many			Not detected in immune cells	Not detected			Not detected	Not detected			Group enriched	Detected in some	23	Esophageal cancer: 41.4;head and neck cancer: 64.9		Region enriched	Detected in single	6	white matter: 1.6	Not detected	Not detected			HPA063474	Enhanced				Secreted in other tissues				34000000		Cluster 61: Skin - Cornification	Cluster 60: Keratinocytes - Epithelial cell function	Cluster 3: Suprabasal keratinocytes - Cornification			HPA063474: AB_2685019	unprognostic (4.55e-2)	unprognostic (2.46e-1)		unprognostic (1.64e-1)		unprognostic (6.11e-2)		unprognostic (1.59e-1)	unprognostic (8.80e-2)	unprognostic (7.13e-2)	unprognostic (3.05e-1)	unprognostic (3.80e-2)	unprognostic (1.50e-1)	unprognostic (2.76e-1)	unprognostic (1.57e-1)	unprognostic (1.05e-1)	unprognostic (1.16e-2)	Suprabasal keratinocytes
SBSN	HLAR698, UNQ698	ENSG00000189001	Suprabasin	Q6UWP8	19	35523367-35528351	Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins				Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in many		esophagus: 1056.2;skin 1: 2444.7;vagina: 756.5	Cell type enriched	Detected in some	10	Suprabasal keratinocytes: 5911.7	Cancer enhanced	Detected in many		head and neck cancer: 355.2;melanoma: 153.1	Group enriched	Detected in some	5	basal ganglia: 3.9;cerebral cortex: 1.3	Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enriched	Detected in many	4	head and neck cancer: 28.0		Low region specificity	Detected in all			Low region specificity	Detected in many			HPA062568, HPA067734	Enhanced		Approved	Vesicles	Secreted - unknown location				89000000		Cluster 31: Skin - Epidermis development	Cluster 60: Keratinocytes - Epithelial cell function	Cluster 3: Suprabasal keratinocytes - Cornification	Vesicles		HPA062568: AB_2684794, HPA067734: AB_2685894	unprognostic (1.10e-1)	unprognostic (1.01e-1)	unprognostic (2.02e-2)	unprognostic (1.21e-1)	unprognostic (1.73e-1)	unprognostic (1.83e-2)	unprognostic (1.23e-3)	unprognostic (3.45e-3)	unprognostic (2.56e-1)	unprognostic (4.83e-4)	unprognostic (4.31e-4)	unprognostic (6.97e-2)	unprognostic (9.08e-14)	unprognostic (6.37e-2)	unprognostic (6.51e-3)	unprognostic (2.09e-1)	unprognostic (1.36e-3)	Suprabasal keratinocytes
KRT77	KRT1B	ENSG00000189182	Keratin 77	Q7Z794	12	52689626-52703524	Plasma proteins, Predicted intracellular proteins				Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	14	skin 1: 273.0	Cell type enriched	Detected in some	5	Suprabasal keratinocytes: 9.7	Cancer enhanced	Detected in some		testis cancer: 1.3	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected			Skin - Keratinocyte (other)	Low region specificity	Detected in many			Not detected	Not detected			HPA045934	Enhanced		Approved	Nuclear membrane,Plasma membrane					1200000000		Cluster 61: Skin - Cornification	Cluster 60: Keratinocytes - Epithelial cell function	Cluster 22: Squamous epithelial cells - Keratinization	Nuclear membrane, Plasma membrane		HPA045934: AB_10960065	unprognostic (3.52e-2)	unprognostic (1.54e-1)				unprognostic (1.41e-1)		unprognostic (3.79e-1)	unprognostic (2.61e-1)						unprognostic (2.11e-1)		unprognostic (2.06e-1)	Suprabasal keratinocytes
THEM5	FLJ37964	ENSG00000196407	Thioesterase superfamily member 5	Q8N1Q8	1	151847101-151853712	Enzymes, Predicted intracellular proteins	Fatty acid metabolism, Lipid metabolism	Hydrolase		Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in many	24	skin 1: 158.5	Cell type enriched	Detected in some	9	Suprabasal keratinocytes: 149.6	Low cancer specificity	Detected in all			Group enriched	Detected in many	4	amygdala: 2.1;cerebral cortex: 4.0;hippocampal formation: 3.0;white matter: 1.0	Immune cell enhanced	Detected in single		MAIT T-cell: 1.7	Lineage enriched	Detected in single	6	T-cells: 1.7	Cancer enhanced	Detected in many		lymphoma: 12.9	Skin - Keratinocyte (other)	Not detected	Not detected			Region enriched	Detected in single	15	basal ganglia: 13.8											Cluster 16: MAIT-cells - Unknown function	Cluster 61: Skin - Cornification	Cluster 40: Non-specific - Enzymes	Cluster 3: Suprabasal keratinocytes - Cornification				unprognostic (2.28e-2)	unprognostic (1.21e-1)	unprognostic (1.07e-1)	unprognostic (3.41e-2)	unprognostic (2.58e-3)	unprognostic (9.55e-3)	unprognostic (1.27e-1)	unprognostic (1.93e-1)	unprognostic (1.83e-1)	unprognostic (7.86e-3)	unprognostic (3.07e-3)	unprognostic (9.37e-2)	unprognostic (1.20e-1)	unprognostic (1.97e-2)	unprognostic (2.49e-1)	unprognostic (5.34e-2)	unprognostic (1.62e-2)	Suprabasal keratinocytes
LCE1B	LEP2, SPRL2A	ENSG00000196734	Late cornified envelope 1B	Q5T7P3	1	152811971-152813108	Predicted intracellular proteins	Keratinization			Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	11	skin 1: 167.5	Cell type enriched	Detected in single	21	Suprabasal keratinocytes: 9.8	Cancer enriched	Detected in some	10	melanoma: 6.0	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in single		cervical cancer: 1.6	Skin - Keratinocyte (granular)																				Cluster 61: Skin - Cornification	Cluster 60: Keratinocytes - Epithelial cell function	Cluster 22: Squamous epithelial cells - Keratinization					unprognostic (1.79e-1)				unprognostic (1.24e-2)			unprognostic (6.43e-2)									Suprabasal keratinocytes
CYSRT1	C9orf169, MGC59937	ENSG00000197191	Cysteine rich tail 1	A8MQ03	9	137224635-137226315	Predicted intracellular proteins				Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in many	4	esophagus: 239.5	Cell type enriched	Detected in many	6	Suprabasal keratinocytes: 536.8	Cancer enhanced	Detected in all		head and neck cancer: 23.0	Low region specificity	Detected in many			Not detected in immune cells	Not detected			Not detected	Not detected			Low cancer specificity	Detected in all			Breast - Breast glandular cells, Lung - Respiratory ciliated cells, Pancreas - Alpha cells, Skin - Keratinocyte (granular)	Not detected	Not detected			Low region specificity	Detected in all			HPA021883, HPA021886	Approved		Approved	Nuclear speckles,Vesicles,Midbody		Yes	No			Cluster 7: Monocytes - Unknown function	Cluster 84: Esophagus - Epithelial cell function	Cluster 60: Keratinocytes - Epithelial cell function	Cluster 3: Suprabasal keratinocytes - Cornification	Nuclear speckles	Vesicles, Midbody	HPA021883: AB_1853190, HPA021886: AB_1853192	unprognostic (1.35e-1)	unprognostic (2.53e-2)	unprognostic (8.31e-3)	unprognostic (6.87e-3)	unprognostic (2.14e-1)	unprognostic (2.66e-2)	unprognostic (8.11e-2)	unprognostic (5.86e-2)	unprognostic (3.45e-1)	unprognostic (2.73e-1)	unprognostic (1.24e-2)	unprognostic (1.05e-1)	unprognostic (6.24e-3)	unprognostic (7.92e-3)	unprognostic (1.99e-1)	unprognostic (1.03e-1)	unprognostic (2.29e-1)	Suprabasal keratinocytes
AADACL2	MGC72001	ENSG00000197953	Arylacetamide deacetylase like 2	Q6P093	3	151733916-151761339	Predicted secreted proteins		Hydrolase		Evidence at transcript level	Evidence at transcript level	Evidence at transcript level	Evidence at transcript level	Tissue enriched	Detected in some	19	skin 1: 35.6	Cell type enriched	Detected in some	13	Suprabasal keratinocytes: 32.9	Not detected	Not detected			Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected			Adipose visceral - Mesothelial cells, Colon - Fibroblasts, Skin - Keratinocyte (other)	Not detected	Not detected			Not detected	Not detected								Secreted in other tissues						Cluster 61: Skin - Cornification		Cluster 3: Suprabasal keratinocytes - Cornification					unprognostic (2.20e-2)				unprognostic (3.10e-3)		unprognostic (2.63e-2)	unprognostic (1.37e-1)	unprognostic (1.22e-1)				unprognostic (3.00e-1)			unprognostic (2.91e-4)	Suprabasal keratinocytes
C1orf68	LEP7, XP32	ENSG00000198854	Chromosome 1 open reading frame 68	Q5T750	1	152719522-152720470	Predicted intracellular proteins				Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	16	skin 1: 678.3	Cell type enriched	Detected in some	10	Suprabasal keratinocytes: 35.9	Group enriched	Detected in some	13	head and neck cancer: 2.4;melanoma: 6.3	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected			Skin - Keratinocyte (granular)	Not detected	Not detected							HPA057942			Approved	Plasma membrane,Cytosol					220000		Cluster 61: Skin - Cornification	Cluster 60: Keratinocytes - Epithelial cell function	Cluster 22: Squamous epithelial cells - Keratinization	Plasma membrane	Cytosol	HPA057942: 		unprognostic (1.73e-1)				unprognostic (7.46e-2)			unprognostic (9.34e-2)									Suprabasal keratinocytes
LORICRIN	LOR	ENSG00000203782	Loricrin cornified envelope precursor protein	P23490	1	153259687-153262124	Disease related genes, Human disease related genes, Predicted intracellular proteins	Keratinization		Ichthyosis, Palmoplantar keratoderma	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	76	skin 1: 1842.9	Cell type enriched	Detected in some	7	Suprabasal keratinocytes: 91.4	Cancer enriched	Detected in some	11	melanoma: 45.5	Low region specificity	Detected in single			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enriched	Detected in single	4	lymphoma: 2.5	Skin - Keratinocyte (granular)									HPA076123, HPA077266	Enhanced								1800000		Cluster 61: Skin - Cornification	Cluster 12: Lymphoid cancers - Adaptive immune response	Cluster 22: Squamous epithelial cells - Keratinization			HPA076123: AB_2732302, HPA077266: AB_2732338	unprognostic (1.97e-2)	unprognostic (1.93e-2)			unprognostic (4.16e-2)	prognostic favorable (8.53e-4)		unprognostic (1.65e-1)	unprognostic (2.69e-1)	unprognostic (1.61e-1)	unprognostic (3.41e-1)			unprognostic (1.47e-1)	unprognostic (3.03e-1)		unprognostic (1.02e-2)	Suprabasal keratinocytes
