Gene	Gene synonym	Ensembl	Gene description	Uniprot	Chromosome	Position	Protein class	Biological process	Molecular function	Disease involvement	Evidence	HPA evidence	UniProt evidence	NeXtProt evidence	RNA tissue specificity	RNA tissue distribution	RNA tissue specificity score	RNA tissue specific nTPM	RNA single cell type specificity	RNA single cell type distribution	RNA single cell type specificity score	RNA single cell type specific nTPM	RNA cancer specificity	RNA cancer distribution	RNA cancer specificity score	RNA cancer specific FPKM	RNA brain regional specificity	RNA brain regional distribution	RNA brain regional specificity score	RNA brain regional specific nTPM	RNA blood cell specificity	RNA blood cell distribution	RNA blood cell specificity score	RNA blood cell specific nTPM	RNA blood lineage specificity	RNA blood lineage distribution	RNA blood lineage specificity score	RNA blood lineage specific nTPM	RNA cell line specificity	RNA cell line distribution	RNA cell line specificity score	RNA cell line specific nTPM	RNA tissue cell type enrichment	RNA mouse brain regional specificity	RNA mouse brain regional distribution	RNA mouse brain regional specificity score	RNA mouse brain regional specific nTPM	RNA pig brain regional specificity	RNA pig brain regional distribution	RNA pig brain regional specificity score	RNA pig brain regional specific nTPM	Antibody	Reliability (IH)	Reliability (Mouse Brain)	Reliability (IF)	Subcellular location	Secretome location	CCD Protein	CCD Transcript	Blood concentration - Conc. blood IM [pg/L]	Blood concentration - Conc. blood MS [pg/L]	Blood expression cluster	Tissue expression cluster	Cell line expression cluster	Single cell expression cluster	Subcellular main location	Subcellular additional location	Antibody RRID	Pathology prognostics - Breast cancer	Pathology prognostics - Cervical cancer	Pathology prognostics - Colorectal cancer	Pathology prognostics - Endometrial cancer	Pathology prognostics - Glioma	Pathology prognostics - Head and neck cancer	Pathology prognostics - Liver cancer	Pathology prognostics - Lung cancer	Pathology prognostics - Melanoma	Pathology prognostics - Ovarian cancer	Pathology prognostics - Pancreatic cancer	Pathology prognostics - Prostate cancer	Pathology prognostics - Renal cancer	Pathology prognostics - Stomach cancer	Pathology prognostics - Testis cancer	Pathology prognostics - Thyroid cancer	Pathology prognostics - Urothelial cancer	RNAsingleCellTypeSpecific
SLC6A20	IMINO, SIT1, XT3, Xtrp3	ENSG00000163817	Solute carrier family 6 member 20	Q9NP91	3	45755449-45796536	Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters	Amino-acid transport, Symport, Transport			Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Group enriched	Detected in some	6	choroid plexus: 59.2;intestine: 24.2	Cell type enriched	Detected in some	4	Proximal enterocytes: 70.5	Low cancer specificity	Detected in many			Region enhanced	Detected in many		cerebral cortex: 4.7	Not detected in immune cells	Not detected			Not detected	Not detected			Group enriched	Detected in many	4	Bile duct cancer: 5.2;colorectal cancer: 14.6;Gastric cancer: 11.2;pancreatic cancer: 8.0	Lung - Alveolar cells type 2	Low region specificity	Detected in all			Low region specificity	Detected in all														Cluster 88: Choroid plexus - Transmembrane transport	Cluster 19: Stomach & Colon cancer - Absorption	Cluster 59: Proximal enterocytes - Transmembrane transport				unprognostic (1.57e-1)	unprognostic (5.26e-2)	unprognostic (1.10e-1)	unprognostic (2.70e-2)	unprognostic (1.48e-1)	unprognostic (9.43e-3)	unprognostic (3.26e-2)	unprognostic (4.33e-3)	unprognostic (2.76e-1)	unprognostic (1.34e-1)	unprognostic (1.68e-3)	unprognostic (1.46e-1)	prognostic favorable (1.55e-5)	unprognostic (2.87e-1)	unprognostic (1.23e-1)	unprognostic (7.55e-2)	unprognostic (2.09e-2)	Proximal enterocytes
PRAP1	UPA	ENSG00000165828	Proline rich acidic protein 1	Q96NZ9	10	133347368-133352683	Predicted secreted proteins				Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Group enriched	Detected in many	6	intestine: 1135.4;liver: 675.2	Cell type enriched	Detected in some	16	Proximal enterocytes: 12421.9	Cancer enriched	Detected in many	5	liver cancer: 348.8	Low region specificity	Detected in some			Not detected in immune cells	Not detected			Not detected	Not detected			Group enriched	Detected in many	5	colorectal cancer: 75.9;Gastric cancer: 42.0;liver cancer: 32.0	Colon - Colon enterocytes, Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Liver - Hepatocytes									HPA038713, HPA052451	Supported				Secreted to digestive system				210000000		Cluster 41: Intestine & Liver - Lipid metabolism	Cluster 19: Stomach & Colon cancer - Absorption	Cluster 59: Proximal enterocytes - Transmembrane transport			HPA038713: AB_10673117, HPA052451: AB_2681839	unprognostic (1.63e-3)	unprognostic (1.79e-2)	unprognostic (1.09e-1)	unprognostic (1.89e-3)	unprognostic (1.18e-1)	unprognostic (1.11e-1)	unprognostic (8.90e-2)	unprognostic (3.60e-2)	unprognostic (1.03e-1)	unprognostic (2.30e-1)	unprognostic (4.35e-3)	unprognostic (4.91e-2)	unprognostic (8.23e-3)	unprognostic (2.25e-1)	unprognostic (3.15e-1)	unprognostic (2.92e-2)	unprognostic (2.22e-3)	Proximal enterocytes
ANPEP	CD13, gp150, LAP1, p150, PEPN	ENSG00000166825	Alanyl aminopeptidase, membrane	P15144	15	89784895-89815401	CD markers, Enzymes, Metabolic proteins, Plasma proteins, Predicted membrane proteins	Angiogenesis, Differentiation, Host-virus interaction	Aminopeptidase, Developmental protein, Host cell receptor for virus entry, Hydrolase, Metalloprotease, Protease, Receptor		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Group enriched	Detected in many	6	intestine: 2384.1;pancreas: 675.0	Cell type enriched	Detected in many	15	Proximal enterocytes: 5985.3	Low cancer specificity	Detected in all			Group enriched	Detected in all	5	cerebral cortex: 9.2;thalamus: 17.4	Immune cell enriched	Detected in many	4	neutrophil: 227.1	Lineage enriched	Detected in many	4	granulocytes: 227.1	Cancer enhanced	Detected in many		Sarcoma: 133.2	Kidney - Proximal tubular cells, Liver - Hepatocytes, Prostate - Prostate glandular cells, Skeletal muscle - Macrophages	Low region specificity	Detected in all			Region enriched	Detected in many	5	spinal cord: 14.8	CAB002417, HPA004625	Enhanced		Supported	Plasma membrane					1200000000	Cluster 9: Neutrophils - Innate immune response	Cluster 56: Intestine - Transmembrane transport	Cluster 3: HUVEC & TIME - Signal transduction	Cluster 59: Proximal enterocytes - Transmembrane transport	Plasma membrane		CAB002417: AB_563491, HPA004625: AB_2667199	unprognostic (6.31e-2)	unprognostic (7.94e-3)	unprognostic (6.91e-2)	unprognostic (2.16e-1)	unprognostic (2.50e-1)	unprognostic (1.13e-1)	unprognostic (2.23e-2)	unprognostic (1.89e-1)	unprognostic (2.50e-1)	unprognostic (7.73e-2)	unprognostic (5.28e-3)	unprognostic (3.96e-1)	unprognostic (4.04e-3)	unprognostic (3.20e-2)	unprognostic (2.01e-2)	unprognostic (4.61e-3)	unprognostic (1.99e-2)	Proximal enterocytes
MYO1A	DFNA48, MYHL	ENSG00000166866	Myosin IA	Q9UBC5	12	57028517-57051198	Plasma proteins, Predicted intracellular proteins		Actin-binding, Calmodulin-binding, Motor protein, Myosin		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	20	intestine: 330.0	Cell type enriched	Detected in some	4	Proximal enterocytes: 652.9	Group enriched	Detected in many	13	colorectal cancer: 17.8;pancreatic cancer: 4.8;stomach cancer: 9.8	Region enhanced	Detected in many		white matter: 8.3	Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in some		Bile duct cancer: 10.3;colorectal cancer: 19.1;Gastric cancer: 10.5	Colon - Colon enterocytes, Pancreas - Ductal cells, Stomach - Gastric mucous cells	Not detected	Not detected			Not detected	Not detected			HPA053490	Enhanced		Approved	Nucleoplasm							Cluster 56: Intestine - Transmembrane transport	Cluster 19: Stomach & Colon cancer - Absorption	Cluster 59: Proximal enterocytes - Transmembrane transport	Nucleoplasm		HPA053490: AB_2682168	unprognostic (2.77e-2)	unprognostic (2.00e-3)	unprognostic (1.04e-1)	unprognostic (1.20e-1)	unprognostic (7.31e-2)	unprognostic (7.11e-2)	unprognostic (4.57e-2)	unprognostic (1.57e-1)	unprognostic (6.04e-2)	unprognostic (4.26e-2)	unprognostic (8.96e-2)	unprognostic (2.14e-1)	unprognostic (2.38e-2)	unprognostic (6.89e-2)	unprognostic (5.01e-1)	unprognostic (5.81e-2)	unprognostic (8.72e-2)	Proximal enterocytes
TMEM92	FLJ33318	ENSG00000167105	Transmembrane protein 92	Q6UXU6	17	50271406-50281485	Predicted membrane proteins				Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in many		intestine: 19.0;stomach 1: 23.0	Cell type enriched	Detected in many	9	Proximal enterocytes: 285.3	Low cancer specificity	Detected in many			Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in many		testis cancer: 18.3	Lung - Alveolar cells type 2	Not detected	Not detected			Not detected	Not detected			HPA063009, HPA069820	Approved		Uncertain	Nucleoplasm						Cluster 50: Neutrophils - Cellular senescence	Cluster 41: Intestine & Liver - Lipid metabolism	Cluster 68: Kidney - Mixed function	Cluster 59: Proximal enterocytes - Transmembrane transport	Nucleoplasm		HPA063009: AB_2684921, HPA069820: AB_2686208	unprognostic (3.54e-3)	unprognostic (2.39e-2)	unprognostic (9.85e-2)	unprognostic (1.45e-1)	unprognostic (2.63e-1)	prognostic unfavorable (8.35e-4)	unprognostic (4.37e-3)	unprognostic (2.45e-2)	unprognostic (1.11e-1)	unprognostic (4.39e-1)	unprognostic (3.88e-3)	unprognostic (2.97e-2)	prognostic unfavorable (1.14e-6)	unprognostic (3.44e-2)	unprognostic (1.40e-1)	unprognostic (1.73e-1)	unprognostic (7.81e-2)	Proximal enterocytes
SOAT2	ACAT2	ENSG00000167780	Sterol O-acyltransferase 2	O75908	12	53103486-53124535	Enzymes, Metabolic proteins, Predicted membrane proteins, Transporters	Cholesterol metabolism, Lipid metabolism, Steroid metabolism, Sterol metabolism	Acyltransferase, Transferase		Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	7	intestine: 19.5	Cell type enriched	Detected in some	4	Proximal enterocytes: 17.1	Group enriched	Detected in some	8	liver cancer: 5.2;testis cancer: 5.5	Not detected	Not detected			Immune cell enhanced	Detected in single		MAIT T-cell: 1.1	Lineage enriched	Detected in single	5	T-cells: 1.1	Cancer enhanced	Detected in some		liver cancer: 5.6	Liver - Hepatocytes	Not detected	Not detected			Not detected	Not detected													Cluster 16: MAIT-cells - Unknown function	Cluster 56: Intestine - Transmembrane transport	Cluster 35: Liver cancer - Metabolism	Cluster 59: Proximal enterocytes - Transmembrane transport				unprognostic (2.53e-1)	unprognostic (2.72e-3)	unprognostic (1.15e-1)	unprognostic (1.40e-1)	unprognostic (1.30e-4)	unprognostic (3.88e-3)	unprognostic (9.26e-2)	unprognostic (4.20e-2)	unprognostic (1.32e-1)	unprognostic (3.29e-1)	unprognostic (1.06e-2)	unprognostic (2.53e-1)	unprognostic (1.83e-2)	unprognostic (9.05e-2)	unprognostic (2.37e-1)	unprognostic (7.58e-3)	unprognostic (3.28e-1)	Proximal enterocytes
NAALADL1		ENSG00000168060	N-acetylated alpha-linked acidic dipeptidase like 1	Q9UQQ1	11	65044818-65058553	Enzymes, Plasma proteins, Predicted intracellular proteins		Aminopeptidase, Hydrolase, Metalloprotease, Protease		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in all	4	intestine: 99.3	Cell type enriched	Detected in many	11	Proximal enterocytes: 623.9	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Immune cell enhanced	Detected in many		basophil: 182.0	Low lineage specificity	Detected in all			Low cancer specificity	Detected in single			Liver - Vascular Endothelial cells, Prostate - Fibroblasts	Not detected	Not detected			Low region specificity	Detected in many			HPA047123	Enhanced		Uncertain	Cytosol						Cluster 46: Basophils - DNA binding	Cluster 9: Intestine - Unknown function	Cluster 20: Connective tissue cells - ECM organization	Cluster 59: Proximal enterocytes - Transmembrane transport	Cytosol		HPA047123: AB_2679942	unprognostic (2.98e-2)	unprognostic (2.06e-1)	unprognostic (1.58e-1)	unprognostic (8.76e-2)	unprognostic (1.70e-1)	unprognostic (1.28e-3)	unprognostic (1.36e-1)	unprognostic (1.40e-1)	unprognostic (1.89e-2)	unprognostic (1.38e-1)	unprognostic (3.03e-1)	unprognostic (2.18e-1)	unprognostic (1.75e-4)	unprognostic (2.10e-3)	unprognostic (3.22e-2)	unprognostic (1.45e-1)	unprognostic (4.80e-2)	Proximal enterocytes
TM4SF20	FLJ22800, TCCE518	ENSG00000168955	Transmembrane 4 L six family member 20	Q53R12	2	227362038-227381995	Disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters			Autism spectrum disorder	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	76	intestine: 266.6	Cell type enriched	Detected in some	6	Proximal enterocytes: 846.2	Group enriched	Detected in many	6	colorectal cancer: 5.0;liver cancer: 4.7;pancreatic cancer: 5.5;stomach cancer: 11.8	Region enhanced	Detected in single		cerebellum: 1.2	Not detected in immune cells	Not detected			Not detected	Not detected			Group enriched	Detected in some	4	colorectal cancer: 2.3;Gastric cancer: 1.7;liver cancer: 1.2;lung cancer: 1.3;pancreatic cancer: 1.3	Testis - Early spermatids, Testis - Late spermatids	Not detected	Not detected			Low region specificity	Detected in all			HPA051838, HPA063184, HPA065531	Uncertain		Supported	Plasma membrane,Focal adhesion sites						Cluster 15: NK-cells - Transcription	Cluster 56: Intestine - Transmembrane transport	Cluster 19: Stomach & Colon cancer - Absorption	Cluster 59: Proximal enterocytes - Transmembrane transport	Plasma membrane, Focal adhesion sites		HPA051838: AB_2681631, HPA063184: AB_2684958, HPA065531: AB_2685506	unprognostic (4.68e-2)	unprognostic (1.13e-1)	unprognostic (8.75e-2)		unprognostic (4.96e-2)	unprognostic (2.84e-2)	unprognostic (1.63e-1)	unprognostic (2.51e-1)	unprognostic (2.36e-1)	unprognostic (2.95e-1)	unprognostic (1.20e-2)	unprognostic (1.19e-1)	unprognostic (3.44e-3)	unprognostic (7.76e-2)	unprognostic (2.60e-2)	unprognostic (3.04e-3)		Proximal enterocytes
MUC17		ENSG00000169876	Mucin 17, cell surface associated	Q685J3	7	101020072-101058859	Cancer-related genes, Predicted membrane proteins			Cancer-related genes	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in single	62	intestine: 42.7	Cell type enriched	Detected in some	6	Proximal enterocytes: 314.5	Cancer enhanced	Detected in some		stomach cancer: 22.8	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in some		colorectal cancer: 5.9;Gastric cancer: 12.0	Colon - Colon enterocytes	Not detected	Not detected							HPA031634	Enhanced				Intracellular and membrane						Cluster 56: Intestine - Transmembrane transport	Cluster 19: Stomach & Colon cancer - Absorption	Cluster 59: Proximal enterocytes - Transmembrane transport			HPA031634: AB_10603021			unprognostic (2.37e-2)	unprognostic (2.41e-1)		unprognostic (8.17e-3)					unprognostic (5.57e-3)	unprognostic (6.07e-2)	unprognostic (8.79e-8)	unprognostic (1.28e-1)	unprognostic (2.47e-2)			Proximal enterocytes
FABP6	I-15P, I-BABP, I-BALB, I-BAP, ILBP, ILBP3, ILLBP	ENSG00000170231	Fatty acid binding protein 6	P51161	5	160187367-160238735	Metabolic proteins, Predicted intracellular proteins	Lipid transport, Transport			Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in many	84	intestine: 4531.3	Cell type enriched	Detected in some	65	Proximal enterocytes: 69078.6	Low cancer specificity	Detected in many			Low region specificity	Detected in all			Not detected in immune cells	Not detected			Not detected	Not detected			Group enriched	Detected in many	6	Bone cancer: 67.0;Neuroblastoma: 18.8	Colon - Colon enteroendocrine cells, Heart muscle - Cardiomyocytes, Lung - Respiratory ciliated cells	Not detected	Not detected			Low region specificity	Detected in some			HPA012601, CAB024713	Enhanced				Intracellular and membrane				890000		Cluster 56: Intestine - Transmembrane transport	Cluster 28: Bone cancer CADO-ES1 - Glutamate signalling	Cluster 59: Proximal enterocytes - Transmembrane transport			CAB024713: , HPA012601: AB_1848435	unprognostic (3.03e-2)	unprognostic (7.55e-2)	unprognostic (1.27e-1)	unprognostic (5.00e-3)	unprognostic (1.48e-2)	unprognostic (3.53e-1)	unprognostic (5.35e-7)	unprognostic (3.05e-1)	unprognostic (1.97e-1)	unprognostic (2.41e-2)	unprognostic (2.16e-1)	unprognostic (2.56e-1)	prognostic unfavorable (4.35e-9)	unprognostic (2.10e-2)	unprognostic (1.21e-2)	unprognostic (2.48e-1)	unprognostic (1.85e-3)	Proximal enterocytes
MS4A10	CD20L7, MS4A9	ENSG00000172689	Membrane spanning 4-domains A10	Q96PG2	11	60785333-60801305	Predicted membrane proteins, Transporters		Receptor		Evidence at protein level	Evidence at transcript level	Evidence at transcript level	Evidence at protein level	Tissue enriched	Detected in single	96	intestine: 85.8	Cell type enriched	Detected in some	39	Proximal enterocytes: 313.9	Not detected	Not detected			Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected				Not detected	Not detected			Not detected	Not detected			HPA014778	Uncertain									Cluster 17: Basophils - Unknown function	Cluster 56: Intestine - Transmembrane transport	Cluster 40: Non-specific - Enzymes	Cluster 59: Proximal enterocytes - Transmembrane transport			HPA014778: AB_2669089					unprognostic (7.67e-3)						unprognostic (1.28e-1)	unprognostic (8.73e-3)		unprognostic (1.27e-1)	unprognostic (5.21e-2)			Proximal enterocytes
FADS6		ENSG00000172782	Fatty acid desaturase 6		17	74877302-74893781	Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins				Evidence at transcript level	Evidence at transcript level			Tissue enhanced	Detected in many		brain: 10.7;epididymis: 18.2;intestine: 14.8	Cell type enriched	Detected in some	9	Proximal enterocytes: 63.6	Cancer enhanced	Detected in some		liver cancer: 2.6	Low region specificity	Detected in many			Low immune cell specificity	Detected in some			Low lineage specificity	Detected in many			Low cancer specificity	Detected in some			Kidney - Proximal tubular cells	Low region specificity	Detected in all			Low region specificity	Detected in all			HPA016802	Uncertain									Cluster 33: Neutrophils - Chromatin organization	Cluster 68: Epididymis - Unknown function	Cluster 6: BEWO - Unknown function	Cluster 59: Proximal enterocytes - Transmembrane transport			HPA016802: AB_2669448	unprognostic (2.41e-2)	unprognostic (6.80e-3)	unprognostic (2.64e-1)	unprognostic (4.68e-3)	unprognostic (4.73e-2)	unprognostic (1.47e-1)	unprognostic (1.83e-1)	unprognostic (1.07e-1)	unprognostic (6.41e-2)	unprognostic (6.98e-4)	unprognostic (3.38e-2)	unprognostic (7.53e-2)	unprognostic (1.14e-2)	unprognostic (6.71e-2)	unprognostic (2.27e-1)	unprognostic (8.45e-2)	unprognostic (1.79e-1)	Proximal enterocytes
SLC6A19		ENSG00000174358	Solute carrier family 6 member 19	Q695T7	5	1201595-1225111	Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters	Amino-acid transport, Symport, Transport		Disease variant	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Group enriched	Detected in some	35	intestine: 142.4;kidney: 88.7	Cell type enriched	Detected in some	6	Proximal enterocytes: 521.3	Group enriched	Detected in many	4	renal cancer: 7.9;stomach cancer: 5.6	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Group enriched	Detected in some	4	Leukemia: 5.8;liver cancer: 5.9	Colon - Colon enterocytes, Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Testis - Spermatogonia	Not detected	Not detected			Not detected	Not detected			HPA037415, HPA043207	Enhanced										Cluster 87: Intestine & Kidney - Transmembrane transport	Cluster 32: Myeloid leukemia - Oxygen transport	Cluster 59: Proximal enterocytes - Transmembrane transport			HPA037415: AB_10672346, HPA043207: AB_2678363			unprognostic (1.26e-1)				unprognostic (1.01e-3)				unprognostic (6.04e-2)	unprognostic (3.64e-1)	prognostic favorable (4.14e-6)	unprognostic (1.37e-1)	unprognostic (7.36e-2)			Proximal enterocytes
TMEM150B	DRAM3, TMEM224, TTN2	ENSG00000180061	Transmembrane protein 150B	A6NC51	19	55312801-55334048	Predicted membrane proteins, Transporters	Autophagy			Evidence at transcript level	Evidence at transcript level	Evidence at transcript level	Evidence at transcript level	Tissue enriched	Detected in many	5	intestine: 64.1	Cell type enriched	Detected in some	7	Proximal enterocytes: 60.0	Cancer enhanced	Detected in many		colorectal cancer: 11.6	Low region specificity	Detected in many			Immune cell enhanced	Detected in some		classical monocyte: 5.7	Group enriched	Detected in many	7	granulocytes: 1.9;monocytes: 5.7	Cancer enhanced	Detected in some		colorectal cancer: 7.7;Gastric cancer: 3.7	Adipose subcutaneous - Macrophages, Adipose visceral - Macrophages, Breast - Macrophages, Colon - Macrophages, Heart muscle - Macrophages, Kidney - Proximal tubular cells, Lung - Macrophages, Prostate - Macrophages, Skeletal muscle - Macrophages, Stomach - Macrophages, Thyroid - Macrophages	Not detected	Not detected																	Cluster 25: Monocytes - Inflammatory response	Cluster 56: Intestine - Transmembrane transport	Cluster 19: Stomach & Colon cancer - Absorption	Cluster 59: Proximal enterocytes - Transmembrane transport				unprognostic (3.19e-2)	unprognostic (1.00e-1)	unprognostic (5.76e-2)	unprognostic (4.94e-2)	unprognostic (5.33e-2)	unprognostic (6.70e-2)	unprognostic (5.51e-2)	unprognostic (1.35e-1)	unprognostic (5.35e-2)	unprognostic (4.00e-2)	unprognostic (4.74e-2)	unprognostic (3.06e-1)	prognostic unfavorable (6.14e-6)	unprognostic (1.48e-1)	unprognostic (1.63e-3)	unprognostic (2.45e-1)	unprognostic (1.18e-2)	Proximal enterocytes
DGAT1	ARGP1, DGAT	ENSG00000185000	Diacylglycerol O-acyltransferase 1	O75907	8	144314584-144326910	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters	Lipid metabolism	Acyltransferase, Transferase	Disease variant	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in all		intestine: 40.6	Cell type enriched	Detected in many	4	Proximal enterocytes: 657.3	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Not detected in immune cells	Not detected			Not detected	Not detected			Low cancer specificity	Detected in many			Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast), Testis - Early spermatids	Low region specificity	Detected in all			Low region specificity	Detected in all			CAB032853	Enhanced		Approved	Nucleoli,Nucleoli rim,Endoplasmic reticulum						Cluster 49: Eosinophils - Unknown function	Cluster 41: Intestine & Liver - Lipid metabolism	Cluster 25: Non-specific - Basic cellular processes	Cluster 59: Proximal enterocytes - Transmembrane transport	Endoplasmic reticulum	Nucleoli, Nucleoli rim	CAB032853: AB_2090798	unprognostic (9.24e-3)	unprognostic (1.61e-1)	unprognostic (1.75e-2)	unprognostic (2.23e-1)	unprognostic (3.49e-2)	unprognostic (2.30e-1)	unprognostic (1.11e-1)	unprognostic (1.42e-2)	unprognostic (5.10e-2)	unprognostic (2.78e-2)	unprognostic (6.88e-2)	unprognostic (3.52e-1)	unprognostic (2.65e-3)	unprognostic (3.83e-2)	unprognostic (1.69e-2)	unprognostic (1.16e-1)	unprognostic (1.67e-3)	Proximal enterocytes
TCN2	D22S676, D22S750, TC2	ENSG00000185339	Transcobalamin 2	P20062	22	30607003-30627271	Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted secreted proteins	Cobalt transport, Ion transport, Transport			Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in all		kidney: 115.8	Cell type enriched	Detected in many	5	Proximal enterocytes: 560.5	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Group enriched	Detected in many	6	classical monocyte: 43.8;intermediate monocyte: 66.5;non-classical monocyte: 24.4	Lineage enriched	Detected in many	8	monocytes: 66.5	Low cancer specificity	Detected in many			Kidney - Proximal tubular cells, Lung - Macrophages, Skin - Fibroblast_2	Low region specificity	Detected in all			Low region specificity	Detected in all			HPA000837			Approved	Cytosol	Secreted to blood				19000000	Cluster 7: Monocytes - Unknown function	Cluster 87: Intestine & Kidney - Transmembrane transport	Cluster 3: HUVEC & TIME - Signal transduction	Cluster 59: Proximal enterocytes - Transmembrane transport	Cytosol		HPA000837: AB_1080235	unprognostic (6.43e-2)	prognostic favorable (3.47e-4)	unprognostic (1.53e-3)	unprognostic (3.17e-1)	unprognostic (1.49e-1)	unprognostic (1.54e-1)	prognostic unfavorable (2.64e-4)	unprognostic (1.52e-2)	unprognostic (2.90e-1)	unprognostic (1.07e-1)	unprognostic (4.03e-2)	unprognostic (1.59e-1)	unprognostic (6.95e-3)	unprognostic (4.94e-3)	unprognostic (2.09e-2)	unprognostic (1.30e-1)	unprognostic (1.50e-1)	Proximal enterocytes
CIDEC	CIDE-3, FLJ20871, Fsp27	ENSG00000187288	Cell death inducing DFFA like effector c	Q96AQ7	3	9866711-9880255	Disease related genes, Human disease related genes, Predicted intracellular proteins	Apoptosis, Lipid transport, Transcription, Transcription regulation, Transport	Activator		Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Group enriched	Detected in many	7	adipose tissue: 740.3;breast: 492.9	Cell type enriched	Detected in some	7	Proximal enterocytes: 213.2	Group enriched	Detected in many	5	breast cancer: 4.5;colorectal cancer: 1.4;liver cancer: 2.4;pancreatic cancer: 4.6;stomach cancer: 2.2	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Group enriched	Detected in some	10	colorectal cancer: 2.0;Gastric cancer: 8.0;liver cancer: 5.4;pancreatic cancer: 3.0	Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast), Skin - Adipocytes (Skin)	Not detected	Not detected			Low region specificity	Detected in many			HPA018837, HPA020553	Uncertain									Cluster 43: B-cells - Humoral immune response	Cluster 82: Adipose tissue - ECM organization	Cluster 59: Fibroblasts - Metabolism	Cluster 50: Enterocytes - Absorption			HPA018837: AB_1846767, HPA020553: AB_1846769	unprognostic (1.83e-2)	unprognostic (3.08e-2)	unprognostic (2.32e-1)	unprognostic (1.83e-1)	unprognostic (1.19e-1)	unprognostic (7.80e-2)	unprognostic (1.66e-3)	unprognostic (1.26e-5)	unprognostic (9.03e-2)	unprognostic (1.81e-1)	unprognostic (5.48e-3)	unprognostic (8.14e-2)	unprognostic (5.37e-5)	unprognostic (9.47e-3)	unprognostic (2.02e-1)	unprognostic (7.46e-3)	unprognostic (2.94e-2)	Proximal enterocytes
